alpha_name,is_ic_mean,is_ic_std,is_ic_ir,is_ic_positive_rate,oos_ic_mean,oos_ic_std,oos_ic_ir,oos_ic_positive_rate,is_total_return,is_annualized_return,is_annualized_volatility,is_sharpe,is_sortino,is_calmar,is_max_drawdown,is_win_rate,is_observations,oos_total_return,oos_annualized_return,oos_annualized_volatility,oos_sharpe,oos_sortino,oos_calmar,oos_max_drawdown,oos_win_rate,oos_observations,is_oos_ic_same_sign,consistency_score,robustness_score
alpha_energy_residual_load_shock,-0.15315629132285727,0.29780113800079366,-0.5142904837470739,0.3172690763052209,-0.17076330477727403,0.3025780518783339,-0.5643611746364791,0.3148148148148148,-0.9999999482503242,-21.03818394210509,2.1892447232156838,-9.609790864861852,-11.652771508905076,-21.038184763382304,-0.9999999609625438,0.30522088353413657,249.0,-0.9998427765373094,-25.067544264949273,2.4842910160876266,-10.090421815567634,-14.31996023086084,-25.071995109915814,-0.9998224774316112,0.26851851851851855,108.0,True,1.0,0.5714640759422491
alpha_energy_wind_forecast_error,-0.04373551869929588,0.3180266506098371,-0.1375215524089888,0.4596774193548387,-0.06132118741441802,0.3313634983923041,-0.18505715841344522,0.4351851851851852,-0.9974564538694546,-6.544194456578012,1.9924149168495944,-3.284554036026637,-4.364730704989865,-6.5507785453231815,-0.9989949150777093,0.45161290322580644,248.0,-0.9496294395975101,-7.396257272000306,2.2599002466156493,-3.272824666963373,-5.60631779057302,-7.572105287994618,-0.9767768659697437,0.37962962962962965,108.0,True,1.0,0.5760731982346227
alpha_energy_imbalance_premium,-0.10932660804727314,0.29785932783692165,-0.36704107553458787,0.3438735177865613,-0.12541062238542786,0.29179080958365916,-0.4297963413048191,0.3333333333333333,-0.9999967307480615,-15.502709851053861,2.030889604760122,-7.633457680179991,-9.82586128575419,-15.50275205265454,-0.9999972777994168,0.3201581027667984,253.0,-0.9976488820814168,-16.768994487002335,2.4154014427160537,-6.9425289686612315,-10.389634610816486,-16.807001292970305,-0.9977386325314398,0.3333333333333333,108.0,True,1.0,0.5718808449222834
alpha_energy_cross_market_spread,-0.2775690554842259,0.3637205503876024,-0.7631382257297028,0.21285140562248997,-0.24382790780297475,0.40101211484704974,-0.6080312758031594,0.32407407407407407,-0.9999999999969376,-32.75531954042892,2.6497581911870944,-12.361625920950358,-15.70039568528638,-32.75531954050724,-0.999999999997609,0.24899598393574296,249.0,-0.9999970987945238,-34.68527335933155,3.2094516506458706,-10.807227257139544,-15.120999592706418,-34.685383909826186,-0.9999968127642779,0.3055555555555556,108.0,True,0.9513762114117672,0.5714292088757158
alpha_energy_demand_surprise,0.043261382518860594,0.24392633627892163,0.17735429137669106,0.5731225296442688,0.003338866776198889,0.2939804844746549,0.011357443614549673,0.5092592592592593,22.16513291185485,5.94658814359569,1.6783480131072146,3.5431198399588513,5.99015429946283,10.613567746167197,-0.5602817342682096,0.5731225296442688,253.0,0.06520050791073895,2.5534333396561277,2.158316015056231,1.1830674108163919,1.949171975801824,4.473946670598322,-0.5707339688326336,0.5370370370370371,108.0,True,0.6308715679601155,0.30271155212024337
alpha_energy_solar_penetration,-0.04477477382024332,0.27361969099762656,-0.16363871202760663,0.4578313253012048,0.03719215716011472,0.3076675395953356,0.12088424150637492,0.5092592592592593,-0.9911955623400986,-5.09822193293079,1.8511125082858833,-2.754139421623652,-3.9133189083304227,-5.142812257201004,-0.9913295834963103,0.44176706827309237,249.0,0.4066259816372335,3.1413698368671605,1.984040886806718,1.5833191028251161,2.720039815569544,4.942428316292277,-0.6355923922076752,0.5370370370370371,108.0,False,0.33225992215553846,0.6443100929870363
alpha_energy_price_momentum_6h,0.022683393426844865,0.3644563699710136,0.062238981935338236,0.49609375,0.051441788528666474,0.38230175313171055,0.13455807645994172,0.5555555555555556,0.617507584125597,3.856107899689511,2.4980645911934802,1.5436381882532546,2.50464797157993,4.177392018785583,-0.9230897848104107,0.5234375,256.0,1.898582151360559,8.213255545224468,3.0246438536177878,2.7154455012614336,4.6118359419879935,12.659310919848624,-0.648791675725955,0.5555555555555556,108.0,True,1.0,0.6416702362833804
alpha_trivial_neg_price,0.16562086981702012,0.3991491664628316,0.41493477559959424,0.671875,0.1584007625167228,0.444844362995698,0.3560813077410057,0.6111111111111112,166570.94485752593,21.41482922400981,2.842392738381277,7.534085256707139,15.620557795645581,46.925122089331445,-0.45636171565504635,0.6328125,256.0,90.2488542814833,21.45997582861628,3.4878611353190685,6.152760960379556,13.05668557850971,43.2948002051715,-0.4956709749650934,0.6111111111111112,108.0,True,0.9825623248850844,0.6722943764355527
alpha_island_mean,-0.13781729480121968,0.31518468251725074,-0.4372588594741645,0.3359375,-0.14156178970643568,0.3016640086500064,-0.4692697360216978,0.2777777777777778,-0.9999983764289404,-16.1705814112568,2.068242003278446,-7.818515137795393,-10.299456718861382,-16.170596169906005,-0.9999990873157026,0.3203125,256.0,-0.9989347620266276,-19.245055160151775,2.445103029561972,-7.87085653548081,-12.194608235716503,-19.259702974362742,-0.9992394579381382,0.2962962962962963,108.0,True,1.0,0.5715806798409437
alpha_uniform_composite,-0.11903470851381859,0.3507029826067162,-0.33941743987762424,0.38671875,-0.12480308632971689,0.37104382311126255,-0.33635672811697226,0.37962962962962965,-0.9999989076332468,-16.03914358664563,2.3352180184650946,-6.8683709443060605,-9.171373248003718,-16.039153743517446,-0.9999993667451551,0.3671875,256.0,-0.9991086177390007,-19.299896242574377,2.5807502584240023,-7.478405234902631,-10.716621707931216,-19.316344687483525,-0.9991484701078147,0.3888888888888889,108.0,True,1.0,0.5715988774070084
